Nama,Brand,Tipe_Produk,SKU,Harga,Harga_Promo,Diskon,Stok_Qty,Status_Stok,Link_Gambar,Link_Produk
Xiaomi 17,Xiaomi,Smartphones,XIA-17-ER-CON,14999000,14999000,,9,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_grn_1_2.webp,https://eraspace.com/erafone/xiaomi-17
Xiaomi 17 Ultra,Xiaomi,Smartphones,XIA-17U-ER-CON,19999000,19699000,2%,13,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_1_2.webp,https://eraspace.com/erafone/xiaomi-17-ultra
Huawei Mate X7,Huawei,Smartphones,HUA-MX7-ER-CON,27999000,27999000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_mate_x7_nebula_red_1.webp,https://eraspace.com/erafone/huawei-mate-x7
Infinix Smart 20,Infinix,Smartphones,INF-S20-ER-CON,1849000,1849000,,9,Ready,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_20_black_01.webp,https://eraspace.com/erafone/infinix-smart-20
Apple iPhone 17 Pro,Apple,Smartphones,HAP-IP-17P-ER-CON,24999000,24999000,,99,Ready,https://cdnpro.eraspace.com/media/catalog/product/i/p/iphone-17-pro-cosmic-orange-1000_1_3.webp,https://eraspace.com/erafone/apple-iphone-17-pro
Motorola G67 Power,Motorola,Smartphones,MOT-G67P-ER-CON,3999000,3999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g67_power_cilantro_1.webp,https://eraspace.com/erafone/motorola-g67-power
Samsung Galaxy Tab S9 FE+ Wi-Fi 8/128GB - Gray,Samsung,Tablets,8100133974,8499000,6999000,18%,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s9_fe_plus_gray_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s9-fe-wi-fi-8-128gb-gray
realme Note 80,realme,Smartphones,REA-N80-ER-CON,1999000,1999000,,20,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_80_storm_black_01new.webp,https://eraspace.com/erafone/realme-note-80
realme 15T 5G,realme,Smartphones,REA-15T5G-ER-CON,3699000,3699000,,42,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_15t_5g_flowing_silver_1.webp,https://eraspace.com/erafone/realme-15t-5g
realme 16 5G,realme,Smartphones,REA-165G-ER-CON,5499000,5499000,,20,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_16_5g_air_white_1_2.webp,https://eraspace.com/erafone/realme-16-5g
realme 16 Pro,realme,Smartphones,REA-16P5G-ER-CON,6999000,6999000,,9,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_16_pro_pebble_grey_1_1.webp,https://eraspace.com/erafone/realme-16-pro
realme 16 Pro+,realme,Smartphones,REA-16PP5G-ER-CON,8999000,8999000,,9,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_16_pro_plus_master_grey_1_1.webp,https://eraspace.com/erafone/realme-16-pro-plus
Tecno Camon 50 Pro 5G,Tecno,Smartphones,TEC-CAM-50P-5G-ER-CON,5599000,5599000,,56,Ready,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_50_pro_5g_black_01.webp,https://eraspace.com/erafone/tecno-camon-50-pro-5g
vivo V70 5G,vivo,Smartphones,VIV-V70-5G-ER-CON,8999000,8999000,,10,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v70_5g_brown_01_1.webp,https://eraspace.com/erafone/vivo-v70-5g
Samsung Galaxy S26 Ultra,Samsung,Smartphones,SAM-GS26U-ER-CON,24499000,24499000,,42,Ready,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_s26_ultra_cobalt_violet_1_2.webp,https://eraspace.com/erafone/samsung-galaxy-s26-ultra
Samsung Galaxy S26,Samsung,Smartphones,SAM-GS26-ER-CON,16499000,16499000,,24,Ready,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_s26_sky_blue_1_1.webp,https://eraspace.com/erafone/samsung-galaxy-s26
Samsung Galaxy S26+,Samsung,Smartphones,SAM-GS26P-ER-CON,19499000,19499000,,32,Ready,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_s26_plus_black_1_1.webp,https://eraspace.com/erafone/samsung-galaxy-s26-plus
realme C100,realme,Smartphones,REA-C100-ER-CON,3799000,3799000,,30,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100_wht_1_2.webp,https://eraspace.com/erafone/realme-c100-4g
Apple iPhone 17 Pro Max,Apple,Smartphones,HAP-IP-17PM-ER-CON,26999000,26999000,,389,Ready,https://cdnpro.eraspace.com/media/catalog/product/i/p/iphone-17-pro-max-cosmic-orange-1000_1_3.webp,https://eraspace.com/erafone/apple-iphone-17-pro-max
OPPO Reno15,OPPO,Smartphones,OP-R15-ER-CON,9299000,9299000,,20,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/reno15_5g_aurora_white_1_1_1.webp,https://eraspace.com/erafone/oppo-reno15
vivo Y11d,vivo,Smartphones,VIV-Y11D-ER-CON,2599000,2599000,,10,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y11d_platinum_01.webp,https://eraspace.com/erafone/vivo-y11d
Huawei Matepad 11 8/128GB PaperMate,Huawei,Tablets,8100124947,7699000,3999000,48%,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_11_8_128gb_papermate_1.jpg,https://eraspace.com/erafone/huawei-matepad-11-8-128gb-papermate
Apple iPad (A16),Apple,Tablets,IPD-G11-ER-CON,7299000,7199000,1%,76,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_ipad_11_a16_wi-fi_blue_1.jpg,https://eraspace.com/erafone/apple-ipad-a16
Apple iPad Air M3,Apple,Tablets,IPD-AIR-M3-ER-CON,11999000,10749000,10%,70,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_ipad_air_11_inci_m3_wi-fi_space_grey_1.jpg,https://eraspace.com/erafone/apple-ipad-air-m3
Apple iPhone 16,Apple,Smartphones,HAP-IP-16-ER-CON,16999000,15499000,9%,28,Ready,https://cdnpro.eraspace.com/media/catalog/product/i/p/iphone_16_ultramarine_01_3.jpg,https://eraspace.com/erafone/apple-iphone-16
Apple iPad mini A17 Pro,Apple,Tablets,IPD-MNI-A17PR-ER-CON,9899000,9899000,,16,Ready,https://cdnpro.eraspace.com/media/catalog/product/i/p/ipad_mini_gen_7_wi-fi_space_grey_1.jpg,https://eraspace.com/erafone/apple-ipad-mini-a17-pro
Xiaomi Redmi Pad 2,Xiaomi,Tablets,XIA-RP-2-ER-CON,2699000,2699000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_pad_2_graphite_gray_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-pad-2
Samsung Galaxy S24 FE,Samsung,Smartphones,SAM-GS24FE-ER-CON,8999000,5999000,33%,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_1_1_2.jpg,https://eraspace.com/erafone/samsung-galaxy-s24-fe
Xiaomi Redmi Pad 2 Pro,Xiaomi,Tablets,XIA-RP-2P-ER-CON,4699000,4699000,,14,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_pad_2_pro_graphite_gray_01.webp,https://eraspace.com/erafone/xiaomi-redmi-pad-2-pro
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,14499000,12499000,14%,620,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15
Samsung Galaxy A56 5G,Samsung,Smartphones,SAM-GA56-ER-CON,7299000,5999000,18%,22,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a56_5g_awesome_pink_01_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a56-5g
Sharp AQUOS Sense10,Sharp,Smartphones,SHA-AS10-ER-CON,6999000,6499000,7%,8,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/h/sharp_aquos_sense10_pink_1.webp,https://eraspace.com/erafone/sharp-aquos-sense10
Xiaomi Redmi Note 15,Xiaomi,Smartphones,XIA-RN15-ER-CON,3199000,3199000,,18,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15
realme GT 6 12/256GB - Fluid Silver,realme,Smartphones,8100149837,7999000,7999000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_gt_6_fluid_silver_1_1.jpg,https://eraspace.com/erafone/realme-gt-6-12-256gb-fluid-silver-1
realme 10 Pro 8/256GB - Black,realme,Smartphones,8100095937,4999000,4999000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_10_pro_black_1_1.jpg,https://eraspace.com/erafone/realme-10-pro-8-256gb-black
realme C55 8/256GB - Sunshower,realme,Smartphones,8100100001,2799000,2799000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c55_sun_1_1.jpg,https://eraspace.com/erafone/realme-c55-8-256gb-sunshower
ADVAN Tab Sketsa 3 6/128GB - Grey,Advan,Tablets,8100015257,2599000,2599000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/d/advan_tab_sketsa_3_grey_1.webp,https://eraspace.com/erafone/advan-tab-sketsa-3-6-128gb-grey
realme C55 8/256GB - Rainy Night,realme,Smartphones,8100100000,2799000,2799000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c55_black_1_1.jpg,https://eraspace.com/erafone/realme-c55-8-256gb-rainy-night
HONOR Pad 10 8/256GB - Grey + Keyboard,Honor,Tablets,8100222903,5999000,5999000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_pad_10_grey1.jpg,https://eraspace.com/erafone/honor-pad-10-8-256gb-grey-keyboard
Motorola RAZR 60,Motorola,Smartphones,MOT-RA60-ER-CON,10999000,10999000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_razr_60_gibraltar_sea_1.webp,https://eraspace.com/erafone/motorola-razr-60
Motorola G86 Power,Motorola,Smartphones,MOT-G86P-ER-CON,4399000,4399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g86_power_spellbound_1.webp,https://eraspace.com/erafone/motorola-g86-power
OPPO Reno12 5G 12/256GB - Matte Brown,OPPO,Smartphones,8100007923,6999000,4999000,29%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno12_5g_matte_brown_1.jpg,https://eraspace.com/erafone/oppo-reno12-5g-12-256gb-matte-brown
HONOR MagicBook Art 14 Ultra5 16/1TB - Emerald Green,Honor,Notebook,8100119694,24999000,24999000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_magicbook_art_14_emerald_green_01.jpg,https://eraspace.com/erafone/honor-magicbook-art-14-ultra5-16-1tb-emerald-green
vivo V50 Lite 4G 8/256GB - Black,vivo,Smartphones,8100136456,3799000,3799000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_4g_just_black_1.jpg,https://eraspace.com/erafone/vivo-v50-lite-4g-8-256gb-black
HONOR Pad 9 8/256GB - Space Grey,Honor,Tablets,8100089437,4799000,4799000,,27,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_pad_9_space_gray_1.jpg,https://eraspace.com/erafone/honor-pad-9-8-256gb-space-gray
vivo V50 12/256GB - Red,vivo,Smartphones,8100136313,6499000,6499000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_red_1.jpg,https://eraspace.com/erafone/vivo-v50-12-256gb-red
"Huawei Matepad Papermatte 11.5""S 8/256GB - Space Gray",Huawei,Tablets,8100149536,6999000,5499000,21%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_papermatte_11-5s_space_gray_1.jpg,https://eraspace.com/erafone/huawei-matepad-papermatte-11-5-s-8-256gb-space-gray
vivo X100 Pro 16/512GB - Asteroid Black,vivo,Smartphones,8100149544,16999000,16999000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x100_pro_asteroid_black_1.jpg,https://eraspace.com/erafone/vivo-x100-pro-16-512gb-asteroid-black
Xiaomi Redmi Note 15 5G,Xiaomi,Smartphones,XIA-RN15-5G-ER-CON,4199000,4199000,,14,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_5g_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15-5g
vivo V50 12/256GB - Black,vivo,Smartphones,8100136312,6499000,6499000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_black_1.jpg,https://eraspace.com/erafone/vivo-v50-12-256gb-black
realme 12 Pro+ 5G 8/256GB - Navigator Beige,realme,Smartphones,8100140197,5999000,5999000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_12_pro_plus_5g_navigator_beige_1.jpg,https://eraspace.com/erafone/realme-12-pro-plus-5g-8-256gb-navigator-beige
vivo V50 Lite 4G 8/128GB - Gold,vivo,Smartphones,8100136454,3599000,3599000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_4g_all_gold_1.jpg,https://eraspace.com/erafone/vivo-v50-lite-4g-8-128gb-gold
Infinix XPAD GT 8/256GB - Grey,Infinix,Tablets,8100145821,6499000,6499000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/p/xpad_gt_grey_1.jpg,https://eraspace.com/erafone/infinix-xpad-gt-8-256gb-grey
vivo V40 Lite 5G 8/256GB - Silver,vivo,Smartphones,8100119489,4299000,4299000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_silver_1_1_1_1.jpg,https://eraspace.com/erafone/vivo-v40-lite-5g-8-256gb-silver-1
vivo V40 Lite 5G 12/512GB Silver,vivo,Smartphones,8100017751,5299000,5299000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_5g_silver_1.jpg,https://eraspace.com/erafone/vivo-v40-lite-5g-12-512gb-silver
Xiaomi 17 Ultra Leitz 16/1024GB - Black,Xiaomi,Smartphones,8100257458,29999000,29999000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_leitz_black_1_1.webp,https://eraspace.com/erafone/xiaomi-17-ultra-leitz-16-1024g-black
Motorola G57 Power,Motorola,Smartphones,MOT-G57P-ER-CON,3099000,3099000,,12,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g57_power_corsair_1.webp,https://eraspace.com/erafone/motorola-g57-power
realme 11 Pro 5G 8/256GB - Astral Black,realme,Smartphones,8100114472,4599000,4599000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_11_pro_5g_black_1.jpg,https://eraspace.com/erafone/realme-11-pro-5g-8-256gb-astral-black
realme 11 Pro+ 5G 12/512GB - Sunrise Beige,realme,Smartphones,8100114473,6599000,6599000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_11_pro_plus_5g_white_1.jpg,https://eraspace.com/erafone/realme-11-pro-plus-5g-12-512gb-sunrise-beige
realme 11 4G 8/256GB - Dark Glory,realme,Smartphones,8100117249,3299000,3299000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_11_4g_dark_glory_1.jpg,https://eraspace.com/erafone/realme-11-4g-8-256gb-dark-glory
realme 11 4G 8/256GB - Glory Gold,realme,Smartphones,8100117248,3299000,3299000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_11_4g_glory_gold_1_.webp,https://eraspace.com/erafone/realme-11-4g-8-256gb-glory-gold
realme 10 Pro 8/256GB - Blue,realme,Smartphones,8100095936,4999000,4999000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_10_pro_blue_1_1.jpg,https://eraspace.com/erafone/realme-10-pro-8-256gb-blue
realme 10 Pro 8/128GB - Blue,realme,Smartphones,8100095934,4299000,4299000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_10_pro_blue_1_1_1.jpg,https://eraspace.com/erafone/realme-10-pro-8-128gb-blue
Motorola G06 Power,Motorola,Smartphones,MOT-G06P-ER-CON,2099000,2099000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g06_power_tendril_1_1.webp,https://eraspace.com/erafone/motorola-g06-power
realme GT 6 12/256GB - Razor Green,realme,Smartphones,8100149836,7999000,7999000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_gt_6_razor_green_1_1.jpg,https://eraspace.com/erafone/realme-gt-6-12-256gb-razor-green-1
OPPO A78 4G 8/256GB - Aqua Green,OPPO,Smartphones,8100114329,3199000,3199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a78_4g_blue1.jpg,https://eraspace.com/erafone/oppo-a78-4g-8-256gb-aqua-green
Samsung Galaxy A16 8/128GB - Black,Samsung,Smartphones,8100033648,2799000,2299000,18%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a16_lte_black_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a16-8-128gb-black
Apple iPhone 17e,Apple,Smartphones,HAP-IP-17E-ER-CON,13499000,13499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_17e_soft_pink_1.webp,https://eraspace.com/erafone/apple-iphone-17e
Motorola Edge 60 Fusion,Motorola,Smartphones,MOT-E60F-ER-CON,4999000,4999000,,3,Habis,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_edge_60_fusion_amazonite_01.webp,https://eraspace.com/erafone/motorola-edge-60-fusion
Apple MacBook Air M5 13 inci (2026),Apple,Notebook,MBA-13-M5-26-ER-CON,20499000,20499000,,12,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m5_2026_midnight_1_.webp,https://eraspace.com/erafone/apple-macbook-air-m5-13-inci-2026
Xiaomi Redmi Pad 2 4G,Xiaomi,Tablets,XIA-RP-2-4G-ER-CON,2999000,2999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_pad_2_graphite_gray_01_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-pad-2-4g
Apple MacBook Air M5 15 inci (2026),Apple,Notebook,MBA-15-M5-26-ER-CON,24499000,24499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_15_inci_m5_2026_starlight_1_.webp,https://eraspace.com/erafone/apple-macbook-air-m5-15-inci-2026
Xiaomi Redmi A3 4/128GB - Star Blue,Xiaomi,Smartphones,8100139824,1099000,499000,55%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_a3_star_blue_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-a3-4-128gb-star-blue
Xiaomi Redmi Note 14 Pro+ 5G 8/256GB - Blue,Xiaomi,Smartphones,8100105242,5099000,3699000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/redmi_note_14_pro_5g_blue_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-pro-plus-5g-8-256gb-blue
Xiaomi Redmi Note 14 Pro 5G 8/256GB - Purple,Xiaomi,Smartphones,8100105235,3999000,3399000,15%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_pro_5g_prpl_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-pro-5g-8-256gb-purple
OPPO Find N5 Fold 16/512GB - White,OPPO,Smartphones,8100060905,27999000,27999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo-find-n5-fold-white_01.jpg,https://eraspace.com/erafone/oppo-find-n5-fold-16-512gb-white
realme 12 Pro+ 5G 8/256GB - Submarine Blue,realme,Smartphones,8100140196,5999000,5999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_12_pro_plus_5g_submarine_blue_1.jpg,https://eraspace.com/erafone/realme-12-pro-plus-5g-8-256gb-submarine-blue
Xiaomi Redmi A3 4/128GB - Midnight Black,Xiaomi,Smartphones,8100139823,1099000,499000,55%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_a3_midnight_black_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-a3-4-128gb-midnight-black
Samsung Galaxy Tab A9+ 5G 8/128GB - Graphite,Samsung,Tablets,8100127764,4499000,3499000,22%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_a9_plus_5g_graphite_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-a9-plus-5g-8-128gb-graphite
Samsung Galaxy Tab S9 FE+ Wi-Fi 8/128GB - Silver,Samsung,Tablets,8100124380,8499000,6999000,18%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s9_fe_plus_wi-fi_silver_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s9-fe-plus-wi-fi-8-128gb-silver
Samsung Galaxy Tab S9 FE Wi-Fi 6/128GB - Gray,Samsung,Tablets,8100124376,6499000,4999000,23%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s9_fe_wi-fi_gray_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s9-fe-wi-fi-6-128gb-gray
Huawei MatePad T 10.1inc 4/64GB - Blue,Huawei,Tablets,8100030418,2999000,1499000,50%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_t_10.1inc-1_1.jpg,https://eraspace.com/erafone/huawei-matepad-t-10-1inc-4-64gb-blue
realme 13 5G 12/256GB - Speed Green,realme,Smartphones,8100026432,2999000,2999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_speed_green_01.jpg,https://eraspace.com/erafone/realme-13-5g-12-256gb-speed-green
OPPO Find X8 Pro 16/512GB - Pearl White,OPPO,Smartphones,8100019560,19999000,18499000,8%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x8_pro_pearl_white_01_1.jpg,https://eraspace.com/erafone/oppo-find-x8-pro-16-512gb-pearl-white
iQOO 13 16/512GB - Alpha Black,iQOO,Smartphones,8100028208,11999000,11999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_13_alpha_black_01_1.jpg,https://eraspace.com/erafone/iqoo-13-16-512gb-alpha-black
Xiaomi Pad 7 Pro 12/512GB - Gray,Xiaomi,Tablets,8100027643,7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_pad_7_black_01_1.jpg,https://eraspace.com/erafone/xiaomi-pad-7-pro-12-512gb-gray
OPPO A5 Pro 8/256GB 5G - Bloom Pink,OPPO,Smartphones,8100027594,4299000,4299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_5g_bloom_pink_1.jpg,https://eraspace.com/erafone/oppo-a5-pro-8-256gb-5g-bloom-pink
Xiaomi Redmi A5 4/128GB - Lake Green,Xiaomi,Smartphones,8100122113,1599000,1599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_a5_lake_green_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-a5-4-128gb-lake-green
realme 14T 5G 8/256GB - Lightning Purple,realme,Smartphones,8100046159,3799000,3799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14t_5g_lightning_purple_1.jpg,https://eraspace.com/erafone/realme-14t-5g-8-256gb-lightning-purple
realme 14T 5G 8/128GB - Obsidian Black,realme,Smartphones,8100046155,3399000,3399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14t_5g_obsidian_black_1_1.jpg,https://eraspace.com/erafone/realme-14t-5g-8-128gb-obsidian-black
Infinix GT 30 Pro 12/512GB - Blade White,Infinix,Smartphones,8100044120,4699000,4699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_pro_blade_white_01_1.jpg,https://eraspace.com/erafone/infinix-gt-30-pro-12-512gb-blade-white
Huawei Nova 13 Pro 12/512GB - Loden Green,Huawei,Smartphones,8100044096,7399000,5999000,19%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/hua_nova_13_pro_green_1.jpg,https://eraspace.com/erafone/huawei-nova-13-pro-12-512-gb-loden-green
realme C71 6/128GB - Forest Owl,realme,Smartphones,8100145764,2099000,2099000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c71_forrest_owl_01_1.jpg,https://eraspace.com/erafone/realme-c71-6-128gb-forest-owl
